Child Index,Position X,Position Y,Position Z
8,12.00746,-0.2387744,11.17798
Cube,12.62203,0.3042599,10.91309
1,12.94277,-0.4965465,10.83669
2,13.34432,0.2362476,11.38603
3,12.80519,0.1447322,10.08182
4,13.20674,0.8775264,10.63116
5,12.30129,1.105066,10.98948
6,11.89974,0.3722721,10.44014
7,12.43887,0.4637875,11.74435
8,12.03732,-0.2690066,11.19502
Cube,12.63244,0.3017891,10.94096
1,12.96763,-0.4908357,10.84404
2,13.35463,0.2339428,11.41407
3,12.82051,0.1679727,10.10626
4,13.20751,0.8927512,10.67628
5,12.29725,1.094414,11.03787
6,11.91024,0.3696355,10.46785
7,12.44437,0.4356056,11.77566
8,12.05737,-0.289173,11.20564
Cube,12.64384,0.2982316,10.97164
1,12.99487,-0.4844353,10.85244
2,13.36592,0.2305792,11.44495
3,12.83682,0.1929474,10.13398
4,13.20787,0.907962,10.7265
5,12.29281,1.080899,11.09085
6,11.92176,0.3658839,10.49833
7,12.45086,0.4035158,11.8093
8,12.07981,-0.3114988,11.21678
Cube,12.65661,0.2931812,11.00612
1,13.02535,-0.4771022,10.86226
2,13.37854,0.2257644,11.4797
3,12.8545,0.220233,10.16617
4,13.2077,0.9230995,10.78361
5,12.28788,1.063465,11.14999
6,11.93468,0.3605981,10.53255
7,12.45873,0.3661295,11.84608
8,12.10553,-0.336737,11.22864
Cube,12.66678,0.2882886,11.03352
1,13.04948,-0.4712436,10.87026
2,13.38861,0.2210145,11.50726
3,12.86802,0.2413037,10.19251
4,13.20715,0.9335619,10.82951
5,12.28408,1.047821,11.19677
6,11.94495,0.3555626,10.55977
7,12.46554,0.3352735,11.87453
8,12.12641,-0.3569848,11.23753
Cube,12.67823,0.2819322,11.06426
1,13.07651,-0.4645641,10.87958
2,13.39993,0.2148314,11.53823
3,12.88273,0.2642995,10.22291
4,13.20614,0.9436949,10.88157
5,12.27994,1.028429,11.24895
6,11.95653,0.3490331,10.59029
7,12.47372,0.299565,11.90561
8,12.15031,-0.3798305,11.24695
Cube,12.68877,0.2752576,11.09239
1,13.10122,-0.4583973,10.88835
2,13.41035,0.2082957,11.56655
3,12.89574,0.2847134,10.25151
4,13.20487,0.9514065,10.92971
5,12.27631,1.008913,11.29642
6,11.96718,0.3422194,10.61822
7,12.4818,0.2658017,11.93326
8,12.17267,-0.4008913,11.25506
Cube,12.69968,0.2675704,11.12121
1,13.12656,-0.4520011,10.89762
2,13.42114,0.2007484,11.59558
3,12.90867,0.3050027,10.28161
4,13.20325,0.9577522,10.97957
5,12.27279,0.9871418,11.34479
6,11.97822,0.3343923,10.64683
7,12.49068,0.2301381,11.9608
8,12.1961,-0.4226115,11.26285
Cube,12.71163,0.2582773,11.1524
1,13.15402,-0.4449824,10.90803
2,13.43293,0.1916117,11.62703
3,12.92224,0.3262156,10.31513
4,13.20116,0.9628097,11.03412
5,12.26923,0.961537,11.39677
6,11.99032,0.3249429,10.67777
7,12.50101,0.190339,11.98967
8,12.22209,-0.4462551,11.27068
Cube,12.72408,0.2476599,11.18436
1,13.18224,-0.4376975,10.91908
2,13.44522,0.1811499,11.65927
3,12.93571,0.3471223,10.3505
4,13.19869,0.9659696,11.09069
5,12.26591,0.9330173,11.44964
6,12.00294,0.31417,10.70946
7,12.51244,0.1481976,12.01822
8,12.24947,-0.4706497,11.27804
Cube,12.73445,0.2380992,11.21044
1,13.20537,-0.4317122,10.92834
2,13.45547,0.1716872,11.68554
3,12.94636,0.3635392,10.38017
4,13.19646,0.9669387,11.13737
5,12.26353,0.9079106,11.49255
6,12.01343,0.3045112,10.73535
7,12.52254,0.1126591,12.04072
8,12.27244,-0.4907403,11.28352
Cube,12.74701,0.2257733,11.24139
1,13.23296,-0.4245044,10.93974
2,13.46786,0.1594912,11.71677
3,12.95868,0.3822286,10.41633
4,13.19358,0.9662242,11.19336
5,12.26106,0.8760509,11.54304
6,12.02616,0.2920554,10.76601
7,12.53534,0.06931797,12.06645
8,12.30044,-0.5146775,11.28942
Cube,12.75842,0.2138813,11.26875
1,13.25754,-0.4180683,10.95012
2,13.47913,0.1476941,11.74436
3,12.96928,0.3980201,10.44922
4,13.19087,0.9637825,11.24346
5,12.25931,0.845831,11.58738
6,12.03772,0.2800686,10.79315
7,12.54757,0.02974257,12.08829
8,12.32598,-0.5360198,11.29405
Cube,12.77101,0.2000992,11.29811
1,13.28411,-0.4110721,10.96167
2,13.49154,0.1340128,11.77398
3,12.98037,0.4141489,10.48549
4,13.1878,0.9592338,11.2978
5,12.2579,0.8112705,11.63454
6,12.05047,0.2661857,10.82223
7,12.56164,-0.01395039,12.11073
8,12.35422,-0.5590353,11.29841
Cube,12.78079,0.1889222,11.32021
1,13.30433,-0.4057604,10.97056
2,13.50122,0.1228886,11.79625
3,12.98853,0.4257251,10.51351
4,13.18542,0.9543741,11.3392
5,12.25725,0.7836047,11.66986
6,12.06036,0.2549557,10.84418
7,12.57306,-0.04788075,12.12692
8,12.37616,-0.5765297,11.30123
Cube,12.79356,0.1738357,11.34827
1,13.33023,-0.3989197,10.98229
2,13.51382,0.1078794,11.82458
3,12.99871,0.4396559,10.54998
4,13.18231,0.946455,11.39227
5,12.25689,0.7465911,11.71424
6,12.0733,0.239792,10.87196
7,12.58841,-0.09198454,12.14655
8,12.40481,-0.5987836,11.30426
Cube,12.80532,0.1594831,11.37315
1,13.3535,-0.3927759,10.99301
2,13.52544,0.09358062,11.84968
3,13.00757,0.4512795,10.58325
4,13.17951,0.937636,11.43992
5,12.25714,0.711742,11.7533
6,12.0852,0.2253856,10.89662
7,12.60307,-0.1323134,12.16306
8,12.43113,-0.6186699,11.30638
Cube,12.81712,0.1446989,11.39724
1,13.37632,-0.3867496,11.00372
2,13.53711,0.07884045,11.87399
3,13.01602,0.4618303,10.6163
4,13.1768,0.9274203,11.48657
5,12.25793,0.6761474,11.79076
6,12.09714,0.2105574,10.92049
7,12.61823,-0.1724325,12.17818
8,12.45745,-0.6380225,11.30791
Cube,12.83062,0.1274136,11.42372
1,13.40178,-0.3800221,11.01594
2,13.55042,0.06159902,11.90074
3,13.02519,0.4725814,10.65365
4,13.17383,0.9142025,11.53846
5,12.25946,0.6348493,11.8315
6,12.11081,0.1932282,10.9467
7,12.63604,-0.2177542,12.19378
8,12.4874,-0.6593753,11.30898
Cube,12.84153,0.1131867,11.4442
1,13.42182,-0.3747413,11.02565
2,13.56122,0.04739287,11.9214
3,13.0322,0.4802628,10.68335
4,13.1716,0.9023969,11.5791
5,12.26124,0.6011147,11.86276
6,12.12184,0.1789806,10.96701
7,12.65085,-0.2538893,12.20506
8,12.51145,-0.6760235,11.3093
Cube,12.85469,0.09577806,11.46797
1,13.44544,-0.368516,11.03734
2,13.57423,0.030004,11.94541
3,13.0403,0.48842,10.71872
4,13.16908,0.8869399,11.62679
5,12.26395,0.5600721,11.89861
6,12.13516,0.1615521,10.99053
7,12.66909,-0.2968639,12.21723
8,12.54031,-0.6953838,11.30915
Cube,12.87348,0.0705733,11.50023
1,13.47818,-0.3598968,11.05409
2,13.5927,0.004814252,11.97814
3,13.05128,0.4980801,10.76837
4,13.16581,0.8627912,11.69242
5,12.26879,0.5010434,11.94637
6,12.15426,0.1363323,11.02232
7,12.69568,-0.3569335,12.23209
8,12.58116,-0.7216445,11.30804
Cube,12.88937,0.04907732,11.52571
1,13.50482,-0.3529117,11.06787
2,13.60838,-0.01668856,12.00394
3,13.05994,0.5044868,10.80912
4,13.1635,0.8407099,11.74519
5,12.27391,0.4510663,11.98355
6,12.17036,0.1148432,11.04748
7,12.71879,-0.4063321,12.2423
8,12.61524,-0.7425553,11.30623
Cube,12.90376,0.02953013,11.54746
1,13.5282,-0.3468007,11.08008
2,13.6226,-0.03625218,12.02594
3,13.06736,0.5090109,10.84509
4,13.16177,0.8195594,11.79095
5,12.27932,0.405861,12.01485
6,12.18491,0.09531244,11.06899
7,12.74015,-0.4499506,12.24984
8,12.64575,-0.7604992,11.30398
Cube,12.91937,0.008295946,11.56977
1,13.55282,-0.3403846,11.09315
2,13.63803,-0.05751679,12.04851
3,13.07506,0.5126497,10.88319
4,13.16027,0.7955175,11.83856
5,12.28592,0.3569765,12.04639
6,12.20071,0.07410868,11.09102
7,12.76368,-0.4960578,12.25634
8,12.67847,-0.7789256,11.30098
Cube,12.93414,-0.01173836,11.58961
1,13.57539,-0.3345171,11.10525
2,13.65264,-0.07758716,12.06859
3,13.08201,0.5149575,10.91825
4,13.15926,0.7718875,11.88159
5,12.29288,0.3110404,12.07397
6,12.21563,0.05411043,11.11063
7,12.78626,-0.5384343,12.26097
8,12.70901,-0.7953642,11.29763
Cube,12.94851,-0.03115383,11.60782
1,13.59674,-0.3289807,11.11681
2,13.66686,-0.09704354,12.087
3,13.08851,0.5162253,10.95148
4,13.15864,0.7481624,11.92168
5,12.30027,0.266673,12.09883
6,12.23015,0.03473587,11.12863
7,12.8085,-0.578533,12.26415
8,12.73838,-0.8104702,11.29395
Cube,12.96928,-0.05909429,11.63254
1,13.62668,-0.321273,11.13345
2,13.68736,-0.1250854,12.11214
3,13.09762,0.5164819,10.99831
4,13.1583,0.7126696,11.977
5,12.31188,0.2030845,12.13163
6,12.25121,0.006896809,11.15294
7,12.84094,-0.6346706,12.26676
8,12.78027,-0.8308582,11.28808
Cube,12.98629,-0.08169307,11.65117
1,13.65029,-0.3151929,11.14661
2,13.70419,-0.1477608,12.13102
3,13.10472,0.5154346,11.03521
4,13.15862,0.6828666,12.01962
5,12.32229,0.1518068,12.15573
6,12.26839,-0.01562533,11.17132
7,12.86786,-0.6788207,12.26714
8,12.81396,-0.8462527,11.28273
Cube,13.00538,-0.106771,11.67062
1,13.67597,-0.3086106,11.16113
2,13.72307,-0.1729446,12.15077
3,13.11246,0.5130294,11.07532
4,13.15956,0.6486953,12.06495
5,12.33479,0.09506846,12.1801
6,12.28769,-0.04059746,11.19046
7,12.8983,-0.7265715,12.26591
8,12.8512,-0.8622375,11.27628
Cube,13.02615,-0.1336607,11.6901
1,13.70297,-0.3017165,11.17661
2,13.7436,-0.1999693,12.17059
3,13.12063,0.5090738,11.11742
4,13.16126,0.6108209,12.1114
5,12.34933,0.03439516,12.2036
6,12.3087,-0.06735201,11.20962
7,12.93167,-0.7763951,12.26279
8,12.89104,-0.8781423,11.26881
Cube,13.0425,-0.1544405,11.70418
1,13.72352,-0.2964417,11.18838
2,13.75982,-0.2208369,12.18486
3,13.12686,0.5050982,11.1493
4,13.16315,0.580703,12.14578
5,12.36148,-0.01243921,12.21998
6,12.32519,-0.08804406,11.22351
7,12.95815,-0.8139791,12.25906
8,12.92185,-0.8895839,11.26259
Cube,13.05976,-0.1760362,11.71801
1,13.74463,-0.29103,11.20058
2,13.77693,-0.2425343,12.19888
3,13.13331,0.5001367,11.18193
4,13.16562,0.5486324,12.18023
5,12.37489,-0.06104238,12.23543
6,12.34259,-0.1095381,11.23713
7,12.9862,-0.8522092,12.25408
8,12.9539,-0.9007049,11.25578
Cube,13.07926,-0.200019,11.73245
1,13.76782,-0.2851027,11.21414
2,13.79626,-0.2666515,12.21356
3,13.14051,0.4936603,11.21761
4,13.16895,0.5121115,12.21704
5,12.3907,-0.1149354,12.25076
6,12.36226,-0.1333865,11.25133
7,13.01801,-0.8936983,12.24728
8,12.98957,-0.9121495,11.24786
Cube,13.09516,-0.2191722,11.74326
1,13.7862,-0.2803703,11.22488
2,13.81205,-0.2858958,12.22453
3,13.14627,0.4877878,11.24568
4,13.17213,0.4822623,12.24533
5,12.40412,-0.1579741,12.26165
6,12.37827,-0.1524485,11.262
7,13.04405,-0.9261321,12.24085
8,13.01819,-0.9206066,11.2412
Cube,13.1144,-0.2419455,11.75539
1,13.80789,-0.2748046,11.23771
2,13.83114,-0.3088057,12.23686
3,13.15321,0.4799919,11.27863
4,13.17646,0.4459908,12.27778
5,12.42091,-0.2090864,12.27307
6,12.39766,-0.1750853,11.27392
7,13.07559,-0.9638829,12.23215
8,13.05234,-0.9298818,11.233
Cube,13.13532,-0.2661535,11.76741
1,13.83082,-0.2689246,11.2514
2,13.85189,-0.3331779,12.24911
3,13.1607,0.4707552,11.31319
4,13.18177,0.406502,12.3109
5,12.43981,-0.2633825,12.28343
6,12.41874,-0.1991292,11.28572
7,13.10993,-1.003062,12.22164
8,13.08886,-0.938809,11.22393
Cube,13.15616,-0.2896853,11.77824
1,13.85302,-0.2632072,11.26474
2,13.87258,-0.3568745,12.26015
3,13.16812,0.4608521,11.34633
4,13.18768,0.3671848,12.34174
5,12.4593,-0.3161634,12.29175
6,12.43974,-0.2224961,11.29634
7,13.1442,-1.040223,12.21016
8,13.12464,-0.9465554,11.21475
Cube,13.17453,-0.3098913,11.78686
1,13.87206,-0.258255,11.2762
2,13.89083,-0.3772091,12.26892
3,13.17463,0.4516282,11.37445
4,13.19339,0.332674,12.36717
5,12.47699,-0.3615276,12.29753
6,12.45822,-0.2425734,11.30481
7,13.17442,-1.071411,12.19928
8,13.15566,-0.9524566,11.20656
Cube,13.19503,-0.3319303,11.7956
1,13.89282,-0.2528528,11.2888
2,13.9112,-0.3994097,12.27783
3,13.18191,0.4407957,11.4048
4,13.20029,0.2942388,12.39383
5,12.49725,-0.4110078,12.30239
6,12.47886,-0.2644509,11.31336
7,13.20816,-1.104656,12.18639
8,13.18978,-0.9580995,11.19736
Cube,13.21488,-0.3527007,11.80318
1,13.91241,-0.2477132,11.30075
2,13.93093,-0.4203315,12.28557
3,13.18896,0.4298502,11.43312
4,13.20748,0.2572319,12.41793
5,12.51735,-0.4576881,12.3056
6,12.49883,-0.2850698,11.32079
7,13.24081,-1.135252,12.17323
8,13.22229,-0.9626332,11.18842
Cube,13.2371,-0.3753341,11.81074
1,13.93382,-0.2420884,11.31392
2,13.95301,-0.4431554,12.29331
3,13.1969,0.4170924,11.46369
4,13.21609,0.2160254,12.44308
5,12.54038,-0.5085799,12.30756
6,12.52119,-0.3075129,11.32817
7,13.2773,-1.167761,12.15779
8,13.25811,-0.9666936,11.1784
Cube,13.25953,-0.3975081,11.81744
1,13.95489,-0.2365059,11.32697
2,13.97531,-0.4655231,12.30017
3,13.20496,0.403742,11.49337
4,13.22538,0.1747247,12.46658
5,12.56418,-0.5585104,12.3079
6,12.54376,-0.3294931,11.3347
7,13.31411,-1.198758,12.1415
8,13.29369,-0.969741,11.16829
Cube,13.2802,-0.4173058,11.8228
1,13.97384,-0.2314189,11.33874
2,13.99587,-0.4854845,12.30567
3,13.21243,0.3910944,11.51966
4,13.23446,0.1370288,12.48659
5,12.58657,-0.6031928,12.30686
6,12.56453,-0.3491271,11.33993
7,13.34798,-1.225706,12.12594
8,13.32594,-0.9716404,11.15901
Cube,13.30311,-0.4386073,11.82794
1,13.99438,-0.2258809,11.3516
2,14.01866,-0.5069866,12.31097
3,13.22079,0.3766906,11.54774
4,13.24507,0.09558487,12.50711
5,12.61185,-0.6513337,12.30429
6,12.58756,-0.370228,11.34492
7,13.38544,-1.253905,12.10814
8,13.36115,-0.9727994,11.14877
Cube,13.32677,-0.4598772,11.83241
1,14.01509,-0.2202429,11.36466
2,14.0422,-0.5284693,12.31559
3,13.22951,0.3614574,11.5756
4,13.25662,0.05323103,12.52653
5,12.63845,-0.6995114,12.30016
6,12.61134,-0.391285,11.34924
7,13.42402,-1.281212,12.08922
8,13.39692,-0.9729854,11.1383
Cube,13.349,-0.4791735,11.83587
1,14.03411,-0.2149842,11.37671
2,14.06433,-0.5479523,12.31917
3,13.23779,0.3468708,11.60074
4,13.268,0.01390278,12.5432
5,12.66389,-0.7433628,12.29502
6,12.63367,-0.4103948,11.35257
7,13.46021,-1.305218,12.07099
8,13.43,-0.9722499,11.12854
Cube,13.37227,-0.4986916,11.83879
1,14.05361,-0.2095435,11.38915
2,14.08749,-0.5676732,12.32221
3,13.24656,0.3313366,11.62606
4,13.28044,-0.02679306,12.55912
5,12.69093,-0.7878396,12.28842
6,12.65705,-0.4297099,11.35536
7,13.49797,-1.32872,12.05151
8,13.46409,-0.9705901,11.11845
Cube,13.39957,-0.5207588,11.84138
1,14.07598,-0.203276,11.40358
2,14.11466,-0.5900182,12.32496
3,13.25702,0.3127775,11.65456
4,13.29569,-0.07396466,12.57594
5,12.72315,-0.8382416,12.27917
6,12.68448,-0.4514995,11.35779
7,13.54211,-1.354295,12.02819
8,13.50344,-0.967553,11.10681
Cube,13.42438,-0.5399638,11.84296
1,14.09585,-0.1975883,11.41646
2,14.13937,-0.6094501,12.32666
3,13.26665,0.2957034,11.67931
4,13.31017,-0.1161584,12.58952
5,12.75291,-0.8823393,12.26947
6,12.70939,-0.4704775,11.35926
7,13.58211,-1.375631,12.00661
8,13.53859,-0.9637691,11.09641
Cube,13.45635,-0.5636879,11.84409
1,14.1209,-0.1904323,11.43291
2,14.17118,-0.633548,12.32796
3,13.27932,0.2733471,11.7098
4,13.32961,-0.1697687,12.60485
5,12.79181,-0.9369435,12.25526
6,12.74152,-0.4938277,11.36021
7,13.63338,-1.400723,11.97837
8,13.5831,-0.957607,11.08332
Cube,13.47912,-0.5797099,11.84422
1,14.13829,-0.1852478,11.44436
2,14.19388,-0.6497569,12.32818
3,13.28843,0.2573622,11.73043
4,13.34402,-0.2071469,12.61425
5,12.81995,-0.9741721,12.24409
6,12.76436,-0.509663,11.36027
7,13.66981,-1.416782,11.95802
8,13.61422,-0.952273,11.0742
Cube,13.50733,-0.5987642,11.84377
1,14.15946,-0.1789269,11.45846
2,14.22198,-0.6690959,12.32784
3,13.29994,0.2373605,11.75498
4,13.36246,-0.2528084,12.62436
5,12.8552,-1.018602,12.22908
6,12.79268,-0.5284326,11.35969
7,13.71472,-1.434889,11.93255
8,13.6522,-0.94472,11.06317
Cube,13.53468,-0.6163152,11.84267
1,14.17955,-0.1728006,11.47195
2,14.24924,-0.6869113,12.32684
3,13.31127,0.2178692,11.77767
4,13.38096,-0.2962415,12.63256
5,12.88981,-1.05983,12.21339
6,12.82012,-0.5457191,11.3585
7,13.75809,-1.4505,11.90767
8,13.6884,-0.936389,11.05278
Cube,13.55825,-0.6306913,11.84124
1,14.19653,-0.1674789,11.48343
2,14.27275,-0.7014813,12.32547
3,13.32117,0.2010416,11.79637
4,13.39739,-0.3329608,12.63841
5,12.91997,-1.093904,12.19905
6,12.84375,-0.5599012,11.35701
7,13.79533,-1.462424,11.88611
8,13.71911,-0.9284217,11.04407
Cube,13.59145,-0.6499872,11.83858
1,14.22005,-0.1601557,11.49957
2,14.30584,-0.7211593,12.32292
3,13.33544,0.1771575,11.82157
4,13.42123,-0.3838461,12.64493
5,12.96286,-1.139819,12.1776
6,12.87707,-0.5788151,11.35424
7,13.84747,-1.477132,11.85559
8,13.76168,-0.9161283,11.03224
Cube,13.61817,-0.6645188,11.83588
1,14.23856,-0.1541665,11.51237
2,14.33249,-0.7359346,12.32029
3,13.34709,0.1579729,11.84079
4,13.44102,-0.4237952,12.6487
5,12.99778,-1.174871,12.15939
6,12.90385,-0.5931029,11.35148
7,13.88925,-1.48701,11.83098
8,13.79532,-0.9052423,11.02307
Cube,13.64518,-0.6783913,11.83271
1,14.25695,-0.1481062,11.52524
2,14.35944,-0.7500538,12.31717
3,13.35907,0.1385726,11.85934
4,13.46156,-0.4633749,12.65128
5,13.03341,-1.208676,12.14018
6,12.93092,-0.6067289,11.34825
7,13.93129,-1.495355,11.80607
8,13.8288,-0.8934077,11.01414
Cube,13.68927,-0.6995942,11.82669
1,14.28646,-0.138584,11.54627
2,14.40339,-0.7719077,12.31127
3,13.37924,0.1067047,11.888
4,13.49616,-0.5266191,12.653
5,13.09209,-1.260604,12.10712
6,12.97516,-0.6272807,11.34211
7,13.99931,-1.505893,11.76538
8,13.88239,-0.8725693,11.00038
Cube,13.72339,-0.7143925,11.82134
1,14.30869,-0.1310067,11.56234
2,14.43742,-0.7870888,12.30597
3,13.39512,0.08223915,11.90863
4,13.52385,-0.5738429,12.65226
5,13.13808,-1.297778,12.08034
6,13.00935,-0.6416963,11.33671
7,14.05165,-1.511024,11.73405
8,13.92292,-0.8549422,10.99042
Cube,13.75603,-0.7273525,11.81572
1,14.32955,-0.1236962,11.57765
2,14.47001,-0.8003947,12.30039
3,13.41062,0.05893844,11.92724
4,13.55108,-0.61776,12.64998
5,13.18252,-1.331009,12.05379
6,13.04206,-0.6543103,11.33105
7,14.10145,-1.513644,11.7042
8,13.96099,-0.836945,10.98147
Cube,13.79425,-0.7411502,11.8086
1,14.35354,-0.1152003,11.59556
2,14.50816,-0.8146608,12.29331
3,13.4292,0.03175873,11.94771
4,13.58382,-0.6677018,12.64546
5,13.23497,-1.3671,12.02164
6,13.08035,-0.6676396,11.3239
7,14.1593,-1.514059,11.66949
8,14.00468,-0.8145986,10.97175
Cube,13.82922,-0.752372,11.80163
1,14.37503,-0.107319,11.6119
2,14.54307,-0.8262693,12.28635
3,13.44655,0.00710386,11.96521
4,13.61459,-0.7118464,12.63966
5,13.28341,-1.397425,11.99135
6,13.11537,-0.6784747,11.31691
7,14.21189,-1.511848,11.63804
8,14.04385,-0.7928975,10.9636
Cube,13.85974,-0.7610644,11.79523
1,14.39345,-0.1003282,11.62615
2,14.57357,-0.8352526,12.27995
3,13.46196,-0.01421666,11.97958
4,13.64207,-0.7491411,12.63337
5,13.32604,-1.421801,11.9643
6,13.14592,-0.6868762,11.31051
7,14.25753,-1.507912,11.61088
8,14.07741,-0.7729877,10.95709
Cube,13.88838,-0.7683148,11.78899
1,14.41046,-0.09370267,11.63954
2,14.60218,-0.8427565,12.2737
3,13.47665,-0.03405464,11.99231
4,13.66838,-0.7831084,12.62647
5,13.3663,-1.442927,11.93844
6,13.17458,-0.6938732,11.30428
7,14.30011,-1.502575,11.58567
8,14.10839,-0.7535213,10.95151
Cube,13.91965,-0.7752875,11.78195
1,14.42877,-0.08646411,11.6542
2,14.63343,-0.8500284,12.26664
3,13.493,-0.05555505,12.00545
4,13.69766,-0.8191193,12.61789
5,13.41053,-1.464111,11.90969
6,13.20587,-0.7005466,11.29725
7,14.34631,-1.49502,11.55845
8,14.14165,-0.7314557,10.94601
Cube,13.95202,-0.7814513,11.77444
1,14.44745,-0.07893902,11.66944
2,14.66579,-0.8565096,12.25911
3,13.51025,-0.07759887,12.01822
4,13.72858,-0.8551695,12.60789
5,13.45659,-1.483964,11.87944
6,13.23826,-0.7063931,11.28977
7,14.3938,-1.485304,11.53066
8,14.17546,-0.7077332,10.94099
Cube,13.98209,-0.7861861,11.7673
1,14.46453,-0.07186717,11.68365
2,14.69585,-0.8615155,12.25194
3,13.52655,-0.09784722,12.02935
4,13.75786,-0.8874955,12.59763
5,13.49965,-1.500505,11.85094
6,13.26833,-0.7108567,11.28266
7,14.43763,-1.474525,11.50525
8,14.20632,-0.6848767,10.93696
Cube,14.01338,-0.7901407,11.75972
1,14.48207,-0.06447613,11.69853
2,14.72714,-0.8657608,12.24432
3,13.54382,-0.1186997,12.04022
4,13.78889,-0.9199843,12.58601
5,13.5447,-1.515805,11.82091
6,13.29963,-0.7145207,11.27512
7,14.48295,-1.461582,11.47923
8,14.23788,-0.6602972,10.93344
Cube,14.04306,-0.7929466,11.75244
1,14.49846,-0.05739701,11.71274
2,14.75682,-0.8688258,12.23699
3,13.56048,-0.1382333,12.04987
4,13.81884,-0.9496621,12.57412
5,13.58766,-1.528496,11.79213
6,13.3293,-0.7170674,11.26788
7,14.52564,-1.44766,11.455
8,14.26728,-0.6362311,10.93075
Cube,14.07906,-0.7952158,11.74347
1,14.51812,-0.04885691,11.73012
2,14.79283,-0.8714727,12.22795
3,13.58113,-0.1616637,12.06077
4,13.85584,-0.9842795,12.5586
5,13.64,-1.541575,11.75683
6,13.36529,-0.7189589,11.259
7,14.57699,-1.428768,11.42618
8,14.30228,-0.6061521,10.92835
Cube,14.10631,-0.7959698,11.73666
1,14.53273,-0.04223549,11.7434
2,14.82009,-0.8724409,12.22109
3,13.59698,-0.1791046,12.06843
4,13.88434,-1.00931,12.54612
5,13.67988,-1.549704,11.72993
6,13.39252,-0.7194988,11.25224
7,14.61563,-1.412835,11.4049
8,14.32827,-0.5826296,10.92721
Cube,14.13979,-0.7959209,11.72824
1,14.55052,-0.03414333,11.75988
2,14.8536,-0.8727131,12.21259
3,13.61686,-0.2002866,12.07719
4,13.91994,-1.038856,12.5299
5,13.72907,-1.557698,11.69661
6,13.42599,-0.7191287,11.2439
7,14.66272,-1.391555,11.3793
8,14.35964,-0.5529854,10.92659
Cube,14.17181,-0.7947777,11.7202
1,14.56728,-0.02633119,11.77582
2,14.88564,-0.8718608,12.20445
3,13.63622,-0.2202099,12.0849
4,13.95458,-1.06574,12.51354
5,13.77634,-1.563224,11.66457
6,13.45798,-0.7176946,11.23594
7,14.70741,-1.369345,11.35549
8,14.38905,-0.5238159,10.92686
Cube,14.2034,-0.7926047,11.71229
1,14.58361,-0.01856822,11.79175
2,14.91727,-0.8699685,12.19646
3,13.65567,-0.2395443,12.09191
4,13.98933,-1.090945,12.49661
5,13.8232,-1.566641,11.63284
6,13.48954,-0.7152409,11.22813
7,14.75114,-1.345665,11.33267
8,14.41748,-0.4942648,10.92797
Cube,14.23964,-0.7888874,11.70328
1,14.60212,-0.009684086,11.81026
2,14.95355,-0.8666171,12.18731
3,13.67845,-0.2613422,12.09921
4,14.02987,-1.118275,12.47626
5,13.87715,-1.568091,11.59629
6,13.52572,-0.7111577,11.21924
7,14.80082,-1.316432,11.30734
8,14.4494,-0.4594995,10.93029
Cube,14.26898,-0.7848002,11.69609
1,14.61687,-0.002352774,11.82551
2,14.98293,-0.8627681,12.18003
3,13.69721,-0.2786322,12.10459
4,14.06327,-1.139048,12.45911
5,13.92109,-1.567248,11.56668
6,13.55503,-0.7068323,11.21216
7,14.84076,-1.290968,11.2876
8,14.4747,-0.4305529,10.93308
Cube,14.43693,-0.7513884,11.6533
1,14.70566,0.0299834,11.91262
2,15.15266,-0.8368942,12.13333
3,13.81618,-0.374555,12.12518
4,14.26318,-1.241433,12.34588
5,14.16821,-1.53276,11.39399
6,13.72121,-0.6658826,11.17328
7,15.05769,-1.128222,11.18143
8,14.61068,-0.2613443,10.96072
Cube,14.4953,-0.7307147,11.64115
1,14.73356,0.04393268,11.94637
2,15.21132,-0.8171085,12.12058
3,13.85866,-0.404505,12.12929
4,14.33643,-1.265546,12.30351
5,14.25704,-1.505362,11.33594
6,13.77928,-0.6443208,11.16173
7,15.13194,-1.056924,11.15301
8,14.65417,-0.1958832,10.9788
Cube,14.52721,-0.7174597,11.63525
1,14.74828,0.05191547,11.96568
2,15.24333,-0.8041164,12.11448
3,13.88234,-0.420129,12.13098
4,14.37739,-1.276161,12.27977
5,14.30613,-1.486835,11.30482
6,13.81108,-0.630803,11.15602
7,15.17207,-1.01479,11.13952
8,14.67703,-0.1587585,10.99073
Cube,14.55619,-0.7043265,11.63029
1,14.76148,0.05919701,11.98369
2,15.2724,-0.7911981,12.10935
3,13.90426,-0.4338857,12.13214
4,14.41518,-1.284281,12.2578
5,14.3509,-1.46785,11.2769
6,13.83998,-0.6174548,11.15124
7,15.20812,-0.9747672,11.12845
8,14.6972,-0.1243721,11.00278
Cube,14.58258,-0.6914425,11.62615
1,14.77336,0.06584364,12.00048
2,15.29887,-0.7784911,12.10506
3,13.92457,-0.4460374,12.13291
4,14.45008,-1.290372,12.23749
5,14.3918,-1.448729,11.25183
6,13.86629,-0.604394,11.14725
7,15.24059,-0.9368477,11.1194
8,14.71508,-0.09251291,11.01482
Cube,14.61441,-0.6747872,11.6216
1,14.7876,0.07376796,12.02118
2,15.33082,-0.76209,12.10027
3,13.9496,-0.4602224,12.13345
4,14.49282,-1.29608,12.21254
5,14.44121,-1.423342,11.22201
6,13.89799,-0.5874844,11.14292
7,15.27921,-0.8893521,11.10975
